Conference_ID,Title,Link,Abstract,Citation,Authors,Conference_Name,Year,Keywords,View_Count,Page_Count,Authors_Map
133424,ارائه یک پروتکل مسیریابی ترکیبی مقاوم و کارا در شبکه های حسگر بی سیم بدن,https://civilica.com/doc/1896977/,شبکه حسگر بی سیم بدن نوعی خاص از شبکه های حسگر است که یک سیستم مانیتورینگ ۲۴ ساعته می باشدکه به طور مداوم سیگنال هاییاز قبیل: ECG و EEG ، فشار خون، سطح قند، ضربان قلب و دمای بدن بیمار را نظارت می کند و این داده ها را به بیمارستان ارسال می کند،سپس پزشک پس از مشاهده داده ها، تصمیمات لازم را می گیرد. این شبکه ها با محدودیت هایی از قبیل تاخیر انتشار زیاد، پهنای باند کم، نرخخطای بیتی بالا، جا به جایی، حافظه و باتری محدود، محققان را با چالش های فراوانی رو به رو ساخته اند. انگیزه این پژوهش، پیشنهاد یکالگوریتم مسیریابی و همچنین ارائه استانداردهای ارتباطی برای شبکه های حسگر بی سیم بدن و بررسی تحلیلی آن می باشد. در شبکه هایحسگر بی سیم بدن، خوشه بندی گره روشی رایج برای سازماندهی ترافیک داده و کاهش ارتباطات درون شبکه ای همراه با بهبود قابلیت مقیاسپذیری و بهبود توازن بار به همراه کمینه کردن مصرف انرژی کل سیستم می باشد. بنابراین در این مقاله یک پروتکل مسیریابی خوشه بندی فازیهمراه با تکنیک تجمیع داده با مصرف انرزی متعادل برای شبکه های حسگر بیسیم بدن پیشنهاد می شود. نتایج نشان می دهد که در پروتکلپیشنهادی توزیع مصرف انرژی در شبکه به طور یکنواخت بوده، از متوسط مصرف انرژی و تعداد بسته های مسیریابی کاسته شده و در نهایت باعثبهبود در نرخ تحویل بسته و گذردهی شده است.,,کیمیا تقی پورسروستانی,,,الگوریتم های مسیریابی،تجمیع داده،خوشه بندی،شبکه های حسگر بی سیم بدن،مسیریابی ترکیبی کارا,0,,"{""کیمیا تقی پورسروستانی"": ""دانشجوی کارشناسی مهندسی پزشکی، دانشکده مهندسی برق، دانشگاه آزاد اسلامی واحد فسا، فسا، ایران""}"
133424,انتقال اطلاعات خون بدست آمده از سیستم WBAN توسط تکنولوژی تله مدیسیون,https://civilica.com/doc/1896980/,انتقال اطلاعات خون به دست آمده از سیستم WBAN توسط تکنولوژی تله مدیسیون شبکه های بی سیم سنسوری امروزه برای کاربردهای مانیتورینگ در محیط های وسیع جزء تکنولوژی های کم-هزینه محسوب می گردند. این حسگرهای کوچک که توانایی انجام اعمالی چون دریافت اطلاعات مختلف محیطی بر اساس نوع حسگر پردازش و ارسال آن اطلاعات را دارند، موجب پیدایش ایده های برای ایجاد و گسترش شبکه های موسوم به شبکه های بی سیم حسگر WSN شده اند. شبکه های WSN می توانند برای نظارت و مراقبت از بیماران و افراد مسن برای مقاصد مراقبت از سلامتی استفاده شوند. نظارت پزشکی حسگر های پوشیدنی می توانند در شبکه بی-سیم سطح بدن (WBAN)مجتمع سازی شوند تا بر علائم حیاتی، پارامترهای محیطی و موقعیت جغرافیایی نظارت کنند، و نظارت بلندمدت و سیار از بیماران و افراد مسن را فراهم کند و بی درنگ در موارد اضطراری به مراکز مانیتورینگ اعلام خطر کند، درباره وضعیت سلامتی فعلی کاربران به آن ها خبر دهد و پرونده های پزشکی کاربران را به صورت بلادرنگ بروز کنند. در این مطالعه مدلی کم مصرف از یک شبکه سنسوری بی سیم با استفاده از ماژول زیگبی ارائه شده است. این طرح قابل پیاده سازی بر روی دستگاه-های موبایل را داشته که هم بتوان سیگنال را مانیتور کرد و هم از طریق آن دستور لازم توسط پزشک اتخاذ گردد و به WSBAN ارسال کند.,,"علی زارعی, محمدامین پیربنیه, حمید کیوانی",,,تله مدیسین،WBAN،اینترنت،پزشکی از راه دور،زیگبی,0,,"{""علی زارعی"": ""دانشجوی کارشناسی ارشد مهندسی پزشکی دانشگاه آزاد اسلامی واحد کارون"", ""محمدامین پیربنیه"": ""ادیار دانشگاه آزاد اسلامی واحد کازرون، گروه مهندسی پزشکی"", ""حمید کیوانی"": ""استادیار دانشگاه آزاد اسلامی واحد کازرون، گروه مهندسی پزشکی""}"
133424,بررسی بیان ژن های FABP۳، FABP۴، FABP۷ و PPARβ/δ,https://civilica.com/doc/1896987/,سرطان سینه شایع ترین شکل بدخیمی در بین تمام زنان جهان می باشد. علی رغم پیشرفت در تشخیص و درمان زود هنگام، این بیماری سالانه نیم میلیون زن را در جهان، بیشتر به دلیل متاستاز می کشد. درمان های کنونی اغلب برای ریشه کن کردن کامل سلول های سرطانی خفته باقی مانده کافی نیستند، بنابراین یافتن روش های پیشگیری، تشخیص و درمان سرطان سینه مهم است. از آنجایی که مطالعه های قبلی بیان کردند که مسیر انتقال اسید های چرب در سرطان پروستات مقاوم به درمان نقش دارند و راه درمانی جدیدی پیشنهاد دادند؛ بر آن شدیم ژن های دخیل در مسیر انتقال اسید های چرب را بررسی کنیم.این پژوهش مورد -شاهدی،در جامعه آماری ۵۰ زن مبتلا به سرطان سینه به عنوان گروه بیمار(بافت تومور) و گروه کنترل (بافت حاشیه تومور همان افراد) با استفاده از تکنیک استخراج RNA از بافت، Real Time PCR و نرم افزار SPSS ۲۷ انجام شد. هدف این پژوهش، بررسی بیان ژن های FABP۳، FABP۴، FABP۷ و PPARβ/δ در بافت های سرطان سینه و بافت سالم حاشیه تومور است. نتیجه های ما نشان داد سطح بیان ژن های FABP۳، FABP۷ و PPARβ/δ در گروه سالم در مقایسه با گروه بیمار به طور معنی داری بالا بود و بیان ژن FABP۴ در افراد بیمار در مقایسه با گروه سالم بیشتر بود.,,"حسن کاوه, نسترن کاوه, مهدی ایمانی, فرزاد سیدفروتن, کامران قائدی",,,سرطان پستان،بیان ژن،FABP۷،FABP۴،FABP۳ و PPARβ/δ,0,,"{""حسن کاوه"": ""دانشجو، کارشناسی ارشد، بیوسیمی بالینی،گروه علوم پایه،دانشگاه ارومیه، ارومیه"", ""نسترن کاوه"": ""دانشجو، کارشناسی ارشد،ژنتیک،گروه زیست شناسی، دانشگاه سیستان و بلوچستان، زاهدان"", ""مهدی ایمانی"": ""دانشیار، بیوشیمی، گروه علوم پایه،دانشگاه ارومیه،ارومیه"", ""فرزاد سیدفروتن"": ""معادل استادیار، پزشک قانونی اصفهان، اصفهان"", ""کامران قائدی"": ""استاد، ژنتیک مولکولی، گروه زیست شناسی، دانشگاه اصفهان، اصفهان""}"
133424,بررسی بیان ژن های FABP۵ و VEGF-A و PPARϒ در بیماران مبتلا به سرطان پستان,https://civilica.com/doc/1896986/,سرطان پستان یکی از شایع ترین بدخیمی ها و عامل اصلی مرگ و میر ناشی از سرطان زنان در سرتاسر جهان است. روش های درمانی این بیماری جراحی، پرتودرمانی، شیمی درمانی، هورمون درمانی یا درمان ترکیبی اند، که دارای عوارض جانبی از جمله عود مجدد هستند. روش های مرسوم بر روی بیماران مبتلا به سرطان پستان متاستاتیک و افرادی که دچار عود مجدد شده اند اثر مطلوب را ندارند. مقالات قبلی نشان داده اند که ژن های دخیل در مسیر انتقال اسید های چرب در تعدیل سرطان پستان و القای متاستاز ایفای نقش می کنند. به منظور بررسی بیان ژن های دخیل در مسیر انتقال اسید های چرب از جمله FABP۵، PPARϒ و VEGF-A در زنان مبتلا به سرطان پستان ،پژوهش مورد-شاهد انجام شد. در این پژوهش از ۵۰ زن مبتلا به سرطان پستان که در دو گروه بیمار( بافت تومور) و سالم (حاشیه تومور) نمونه تهیه و به روش Real Time PCR مورد بررسی قرار گرفتند. نتایج نشان داد، ژن FABP۵ و VEGF-A در بافت توموری به ترتیب ۶۹/۰۹ % و ۵۸/۷۹ % افزایش بیان (P<۰.۰۵) داشتند و ژن ۸۷/۰۵PPARϒ %؛ (P<۰.۰۵) کاهش بیان داشت. یافته های این مطالعه می تواند به عنوان یک استراتژی هدفمند برای تشخیص و درمان سرطان پستان در آینده مورد بررسی قرار گیرند.,,"نسترن کاوه, حسن کاوه, درمحمد کردی تمندانی, کامران قائدی, فرزانه سیدفروتن",,,سرطان پستان،بیان ژن،FABP۵،PPARϒ و VEGF-A,0,,"{""نسترن کاوه"": ""دانشجو، کارشناسی ارشد ژنتیک، گروه زیست شناسی، دانشگاه سیستان و بلوچستان، زاهدان، ایران"", ""حسن کاوه"": ""دانشجو، کارشناسی ارشد بیوشیمی، گروه علوم پایه، دانشگاه ارومیه، ارومیه، ایران"", ""درمحمد کردی تمندانی"": ""استاد، ژنتیک مولکولی، گروه زیست شناسی، دانشگاه سیستان و بلوچستان، زهدان، ایران"", ""کامران قائدی"": ""استاد، ژنتیک مولکولی، گروه زیست شناسی، دانشگاه اصفهان، اصفهان، ایران"", ""فرزانه سیدفروتن"": ""استادیار، ژنتیک پزشکی با گرایش ژنتیک مولکولی، پزشک قانونی کشوری اصفهان، اصفهان، ایران""}"
133424,بررسی عملکرد دستگاه ونتیلاتور بر روی ریه دچار بیماری آسم با استفاده از شبیه سازی در نرم افزار متلب,https://civilica.com/doc/1896978/,سیستم ریوی نقش حیاتی در حیات انسان دارد، مدل سازی ریاضی سیستم تنفسی در پایش علت و عوارض بیماری های مختلف ریوی امر مهم است، بطوری که با تغییر سرعت تحقیقات در پزشکی مدرن آموزش بر روی پلتفرم های شبیه سازی به صورت یک نیاز مبرم در آمده است. هدف این تحقیق اصول طراحی ونتیلاتور و ریه انسان برای حالت سالم و بیمار ( آسم ) در متلب هست.طراحی که انجام شده از طریق مدل سازی ریاضی در برنامه سیمولینک متلب شبیه سازی شده که برای نمایش بیماری آسم از تنگی یا گشادی برونج ( مقاومت راه هوایی تحتانی و فوقانی ) در مدل به نمایش درآمده و نتایج با ریه سالم مقایسه شده است.با مقایسه نتایج بدست آمده از این شبیه سازی می توان این را مشاهده کرد که در حالت تنگی در مقاومت تحتانی دامنه نمودار با حالت سالم خیلی کم اختلاف دارد ولی در حالت تنگی در مقاومت فوقانی این مقدار خیلی بیشتر است ولی در حالت بزرگی بودن اختلاف موجود را می توان صرف نظر کرد. نتیجه گیری همچون واقعیت نشان می دهد که در حالتی از ونتیلاتور بهتر است که استفاده شود که بیمار هوشیار نباشد و بعد از هوشیاری در حد امکان استفاده از ونتیلاتور را کم کرده و تنفس کشیدن را به عهده بیمار گذاشته شود و درمان را با دارو انجام شود.,,"امید محمدیان, بهزاد بثربی",,,ونتیلاتور،ریه،بیماری آسم،شبیه سازی,0,,"{""امید محمدیان"": ""دانشجوی کارشناسی ارشد، گروه مهندسی پزشکی، واحد تبریز، دانشگاه آزاد اسلامی، تبریز، ایران"", ""بهزاد بثربی"": ""استاد یار، گروه مهندسی پزشکی، واحد تبریز، دانشگاه آزاد اسلامی، تبریز، ایران""}"
133424,بررسی عملکرد دستگاه ونتیلاتور بر روی ریه دچار بیماری عفونی با استفاده از شبیه سازی در سیمولینک متلب,https://civilica.com/doc/1896979/,ونتیلاتور پزشکی دستگاهی است که عمل تهویه مصنوعی شش ها را انجام می دهد و تنفس بیمار را به مدت طولانی حفظ می کند. در واقع روی دستگاه متغیرهایی قرار دارند که مشخص کننده ی خصوصیات هر تنفس هستند و نشانگر این هستند که دستگاه چگونه باید به بیمار تنفس دهد. مد یا حالت تهویه در ونتیلاتور به این معنی است که دستگاه ونتیلاتور چگونه به بیمار تنفس بدهد و یا به عبارتی دیگر روشهایی هستند که بیمار و و نتیلاتور در تعامل با یکدیگر سیکل تهویه ای را انجام میدهند. در پژوهش های قبلی با استفاده از نرم افزار متلب مدل مکانیکی ریه و دستگاه ونتیلاتور با استفاده از کتابخانه SimScape Fluids (gas) شبیه سازی شده است. در این تحقیق با استفاده از این شبیه سازی و الگوریتم های طراحی شده برای مدل سیستم تنفسی انسان (سالم و بیمار)، نتایج حاصل از تاثیر مدهای مختلف دستگاه ونتیلاتور بر روی ریه دچار بیماری عفونی مورد ارزیابی و مقایسه قرار می گیرد. این مدل امکان پیش بینی بسیار دقیق پارامترهای اساسی مانند سرعت جریان دمی، فشار دمی، فشار انتهای بازدمی را فراهم می کند. کمبود ونتیلاتور در طول همه گیری بیماری کرونا توجه را بر طراحی و عملکرد آنها متمرکز کرده است، لذا تولیدکنندگان دستگاههای ونتیلاتور می توانند به راحتی از این نتایج برای طراحی یا ارزیابی سناریوهای مختلف استفاده کنند.,,"رحیم عباسی, بهزاد بثربی",,,بیماری عفونی،شبیه سازی متلب،شبیه سازی ریه سالم،شبیه سازی ریه عفونی،مد،ونتیلاتور,0,,"{""رحیم عباسی"": ""دانشجوی کارشناسی ارشد، گروه مهندسی پزشکی، واحد تبریز، دانشگاه آزاد اسلامی، تبریز، ایران"", ""بهزاد بثربی"": ""استاد یار، گروه مهندسی پزشکی، واحد تبریز، دانشگاه آزاد اسلامی، تبریز، ایران""}"
133424,بهینه سازی توپولوژیکی ساختارهای داربستی چاپ ۳ بعدی با استفاده از روش اجزای محدود,https://civilica.com/doc/1896985/,ساخت داربست های زیستی به منظور کشت سلولی، یکی از جنبه های مهندسی پزشکی است که به دلیل خواص منحصر به فردی همچون وزن سبک و جذب انرژی بالا امروزه به آن توجه شده است. در این پژوهش، با استفاده از بهینه سازی توپولوژیکی بر مبنای روش اجزای محدود، داربست زیستی ارائه گردیده است که بر اساس آن با درصد کسر حجمی یکسان، دارای استحکام فشاری بالاتری می باشد. به منظور ارزیابی هندسه بهینه ارائه شده، نخست ۳ ساختار داربستی متداول در مراجع مورد ارزیابی و صحت سنجی قرار گرفته می شوند. پس از صحت سنجی، شبیه سازی برای ماده چاپی PLA، با سه درصد حجمی ۲۰، ۴۰ و ۶۰، ساختارهای متداول با ساختار توصیه شده توسط فرآیند بهینه سازی توپولوژیکی مورد ارزیابی آزمون فشار قرار گرفته اند. نتایج نشان می دهند داربست هایی که توسط فرآیند بهینه سازی توپولوژیکی ارائه می گردد، در سه درصد حجمی ۲۰، ۴۰ و ۶۰، بترتیب به مقدار ۷/۰۳، ۸/۴۴ و ۱۱/۲۵ کیلونیوتن دارای استحکام فشاری هستند و استفاده از بهینه سازی توپولوژیکی بر مبنای روش اجزای محدود می تواند راه کاری کارآمد جهت ارائه داربست هایی مستحکم با درصد کسر حجمی یکسان باشد.,,"امیرحسین ابراهیمی, محمد لاخی",,,بهینه سازی توپولوژیکی،ساختارهای داربستی،چاپ ۳ بعدی،روش اجزای محدود,0,,"{""امیرحسین ابراهیمی"": ""گروه مهندسی مکانیک، دانشگاه صنعتی بیرجند، بیرجند، ایران"", ""محمد لاخی"": ""گروه مهندسی مکانیک، دانشگاه صنعتی بیرجند، بیرجند، ایران""}"
133424,تشخیص تومور مغزی با استفاده از ترموگرافی و الگوریتم عصبی کانولوشن,https://civilica.com/doc/1896982/,مغز انسان مرکز سیستم عصابی است که تومور مغزی در اثر افزایش کنترل نشده این سلول ها به طور غیرطبیعی در بخش هایمختلف مغز رشد می کند که اصلاحا سلول های عصبی، سلول های گلیالی، بافت های لنفاوی، عروق خونی، غده های پیوتیوتاری وسایر بخش های مغز را تحت تاثیر قرار می دهد و به سرطان منجر می شود. تجزیه وتحلیل، تشخیص و استخراج ناحیه تومور آلوده ازتصاویر رزونانس مغناطیسی (MRI) از اولویت های اصلی است، اما کاری خسته کننده و زمان بر است که توسط رادیولوژیست ها یاکارشناسان بالینی انجام می شود و دقت آن ها تنها بستگی به تجربه آن ها دارد. بنابراین، استفاده از فناوری ها بسیار ضروری است تااین محدودیت ها را برطرف کند. ضایعه مغزی در این پژوهش را با استفاده از الگوریتم شبکه عصبی کانولوشنی تخمین زده شده استکه نتایج قابل قبولی به ما داده است.,,ابوالفضل محیاپورلری,,,تومور مغزی،الگوریتم کانولوشن،مهندسی پزشکی،ترموگرافی،نورو ها,0,,"{""ابوالفضل محیاپورلری"": ""دانشجو، دانشکده مهندسی مکانیک، دانشگاه صنعتی سیرجان، سیرجان""}"
133424,طراحی مبدل آنالوگ به دیجیتال در گیرنده های مخابراتی فرکانس بالا,https://civilica.com/doc/1896988/,مقاله ارائه شده، یک مبدل آنالوگ به دیجیتال تقریب متوالی ۸ بیتی به منظور تبدیل داده های آنالوگ می باشد. در این مبدل، یک سیگنال به لبه ی پایینی خازن ها و در سیگنال دیگری، به لبه ی بالایی اعمال شده است. مقدار SNDR مبدل صفحه ی پایینی برابر با dB ۱۶۶/۴۳ و در صفحه ی بالایی برابر با dB ۳۰۶/۳۸ در فرکانس نمونه برداری MS/s ۱ در یک منبع تغذیه ۱/۸ ولتی می باشد. این نکته قابل ذکر است که فرکانس ورودی برابر با Hz۹۵۲ می باشد. پارامترهای دیگری که اندازه گیری شده اند، همچون SNR، THD، SFDR و ENOB، به ترتیب برای صفحه ی پایینی برابر با dB ۱۹۷/۴۷، dB ۹۰۷/۳۸، dB۲۹۷/۴۰ و bit ۰۷۱/۶ و برای صفحه ی بالایی برابر با dB ۶۱۶/۴۴، dB ۶۳۵/۴۸، dB ۵۶۸/۵۰ و bit ۸۷۸/۶ می باشند. تحلیل استاتیک انجام شده نشان می دهد که میانگین پارامترهای خطی همچون INL و DNL برای مبدل پایینی به ترتیب برابر با ۲/۲۹۷ و ۰/۵۵۳ و برای مبدل بالایی برابر با ۱/۴۰۴ و ۰/۷۷۶ می باشند.,,"حسین سیدی, سمیه پیمانی, حانیه سادات چناری پور, دیبا نجفدری",,,SNR Signal to Noise RatioSNDR Signal-to-Noise and Distortion RatioSFDR Spurious-Free Dynamic RangeTHD Total Harmonic Distortion,0,,"{""حسین سیدی"": ""استادیار دانشگاه ابرار ، تهران ، ایران"", ""سمیه پیمانی"": ""دانشجوی کارشناسی مهندسی برق دانشگاه ابرار ، تهران ، ایران"", ""حانیه سادات چناری پور"": ""دانشجوی کارشناسی مهندسی برق دانشگاه ابرار ، تهران ، ایران"", ""دیبا نجفدری"": ""دانشجوی کارشناسی مهندسی برق دانشگاه ابرار ، تهران ، ایران""}"
133424,عملکرد مدPC-CMV ونتیلاتور بر روی ریه دچار بیماری عفونی با استفاده از شبیه سازی در سیمولینک متلب,https://civilica.com/doc/1896984/,ونتیلاتور پزشکی دستگاهی است که عمل تهویه مصنوعی شش ها را انجام می دهد و تنفس بیمار را به مدت طولانی حفظ می کند.در این تحقیق ابتدا در خصوص نحوه عملکرد سیستم ریوی انسان و عملکرد دستگاه ونتیلاتور در بیماران دچار مشکل تنفسی مطالعات اولیه انجام شده است، در مرحله بعد توابع ریاضی یک سیستم ریوی سالم از مقالات چاپ شده استخراج شده است. سپس با استفاده از نرم افزار متلب مدل مکانیکی ریه و دستگاه ونتیلاتور شبیه سازی انجام شده است. سپس الگوریتم های طراحی شده برای بیماری عفونی به مدل سیستم تنفسی انسان اعمال می شود. در نهایت نتایج حاصل از تاثیر مدهای مختلف دستگاه ونتیلاتور بر روی ریه دچار بیماری عفونی مورد تحلیل فرار گرفته شد و باتوجه به نتایج می توان این موارد مشاهده شده است ، که طراحی انجام شده در این ونتیلاتور کمک شایانی برای بهبود عملکرد دستگاه ونتیلاتور و همچنین می توان از این شبیه سازی برای براورد انواع بیماری ها و همچنین ساخت دستگاه ونتیلاتور استفاده کرد.,,"بهزاد یثربی, رحیم عباسی, امید محمدیان",,,ونتیلاتور،شبیه سازی متلب،شبیه سازی ریه سالم،شبیه سازی ریه عفونی،بیماری عفونی,0,,"{""بهزاد یثربی"": ""استاد یار، گروه مهندسی پزشکی، واحد تبریز، دانشگاه آزاد اسلامی، تبریز، ایران"", ""رحیم عباسی"": ""دانشجوی کارشناسی ارشد، گروه مهندسی پزشکی، واحد تبریز، دانشگاه آزاد اسلامی، تبریز، ایران"", ""امید محمدیان"": ""دانشجوی کارشناسی ارشد، گروه مهندسی پزشکی، واحد تبریز، دانشگاه آزاد اسلامی، تبریز، ایران""}"
